area_code,area_name,population,conv_store
27222,羽曳野市,108872,23
27223,門真市,119807,58
27224,摂津市,87497,34
27225,高石市,55599,12
27226,藤井寺市,63714,18
27227,東大阪市,494074,181
27228,泉南市,60139,18
27229,四條畷市,55198,18
27230,交野市,75077,18
27231,大阪狭山市,58486,12
27232,阪南市,51262,13
27301,島本町,30899,7
27321,豊能町,18284,2
27322,能勢町,9062,3
27341,忠岡町,16571,5
27361,熊取町,43796,11
27362,田尻町,8438,4
27366,岬町,14787,5
27381,太子町,13001,4
27381,太子町,13001,10
27382,河南町,15718,5
27383,千早赤阪村,4903,0
28000,兵庫県,5469184,
28100,神戸市,1527022,
28101,神戸市東灘区,213773,54
28102,神戸市灘区,136854,38
28105,神戸市兵庫区,109270,54
28106,神戸市長田区,94933,37
28107,神戸市須磨区,158888,33
28108,神戸市垂水区,215562,37
28109,神戸市北区,210747,49
28110,神戸市中央区,147715,124
28111,神戸市西区,239280,59
28201,姫路市,530723,187
28202,尼崎市,459717,132
28203,明石市,303838,67
28204,西宮市,485705,126
28205,洲本市,41329,14
28206,芦屋市,94038,18
28207,伊丹市,198244,48
28208,相生市,28374,10
28209,豊岡市,77519,29
28210,加古川市,260988,72
28212,赤穂市,45921,16
28213,西脇市,38714,13
28214,宝塚市,226658,46
28215,三木市,75373,24
28216,高砂市,87758,26
28217,川西市,152473,22
28218,小野市,47591,13
28219,三田市,109324,29
28220,加西市,42750,10
28221,丹波篠山市,39637,14
28222,養父市,22137,6
28223,丹波市,61511,22
28224,南あわじ市,44180,20
28225,朝来市,29002,12
28226,淡路市,42028,19
28227,宍粟市,34852,14
28228,加東市,40683,17
28229,たつの市,74355,23
28301,猪名川町,29703,9
28365,多可町,19284,5
28381,稲美町,30268,9
28382,播磨町,33561,8
28442,市川町,11239,1
28443,福崎町,19376,7
28446,神河町,10633,2
28464,太子町,33498,10
28464,太子町,33498,4
28481,上郡町,13896,2
28501,佐用町,15885,5
28585,香美町,16069,2
28586,新温泉町,13328,5
29000,奈良県,1325437,
29201,奈良市,354833,108
29202,大和高田市,61779,16
29203,大和郡山市,83276,31
29204,天理市,63941,29
29205,橿原市,120972,42
29206,桜井市,54870,19
29207,五條市,27947,9
29208,御所市,24113,9
29209,生駒市,116951,22
29210,香芝市,78148,17
29211,葛城市,36845,13
29212,宇陀市,28144,9
29322,山添村,3227,0
29342,平群町,18025,3
29343,三郷町,23233,4
29344,斑鳩町,27611,7
29345,安堵町,7225,2
29361,川西町,8165,10
29361,川西町,8165,1
29362,三宅町,6443,1
29363,田原本町,31213,8
29385,曽爾村,1294,1
29386,御杖村,1480,0
29401,高取町,6736,3
29402,明日香村,5237,4
29424,上牧町,21715,4
29425,王寺町,24054,7
29426,広陵町,33842,10
29427,河合町,17032,5
29441,吉野町,6232,3
29442,大淀町,16728,6
29443,下市町,5042,0
29444,黒滝村,626,0
29446,天川村,1179,0
29447,野迫川村,358,0
29449,十津川村,3063,0
29450,下北山村,751,0
29451,上北山村,446,0
29452,川上村,1159,2
29452,川上村,1159,0
29453,東吉野村,1502,0
30000,和歌山県,923033,
30201,和歌山市,356858,136
30202,海南市,48400,17
30203,橋本市,60863,20
30204,有田市,26553,9
30205,御坊市,23488,12
30206,田辺市,69906,30
30207,新宮市,27187,12
30208,紀の川市,58856,19
30209,岩出市,53993,20
30304,紀美野町,8264,2
30341,かつらぎ町,15990,5
30343,九度山町,3859,1
30344,高野町,2969,2
30361,湯浅町,11117,3
30362,広川町,6785,2
30362,広川町,6785,10
30366,有田川町,25274,7
30381,美浜町,6866,9
30381,美浜町,6866,7
30381,美浜町,6866,1
30382,日高町,7673,11
30382,日高町,7673,3
30383,由良町,5373,1
30390,印南町,7722,1
30391,みなべ町,11823,3
30392,日高川町,9223,1
30401,白浜町,20270,8
30404,上富田町,15240,4
30406,すさみ町,3687,2
30421,那智勝浦町,14144,10
30422,太地町,2797,0
30424,古座川町,2480,0
30427,北山村,404,0
30428,串本町,14969,5
31000,鳥取県,553847,
31201,鳥取市,188614,94
31202,米子市,147421,84
31203,倉吉市,46526,24
31204,境港市,32760,15
31302,岩美町,10811,5
31325,若桜町,2868,0
31328,智頭町,6436,2
31329,八頭町,15945,6
31364,三朝町,6068,3
31370,湯梨浜町,16062,7
31371,琴浦町,16373,5
31372,北栄町,14238,5
31384,日吉津村,3504,1
31386,大山町,15405,5
31389,南部町,10319,4
31389,南部町,10319,4
31389,南部町,10319,3
31390,伯耆町,10710,5
31401,日南町,4199,1
31402,日野町,2909,6
31402,日野町,2909,1
31403,江府町,2679,1
32000,島根県,671602,
32201,松江市,203779,91
32202,浜田市,54622,22
32203,出雲市,172887,72
32204,益田市,45039,17
32205,大田市,32866,10
32206,安来市,37113,18
32207,江津市,22979,11
32209,雲南市,36024,10
32343,奥出雲町,11859,5
32386,飯南町,4577,1
32441,川本町,3251,3
32448,美郷町,4355,7
32448,美郷町,4355,1
32448,美郷町,4355,1
32449,邑南町,10166,3
32501,津和野町,6879,2
32505,吉賀町,6079,2
32525,海士町,2267,0
32526,西ノ島町,2788,1
32527,知夫村,634,0
32528,隠岐の島町,13438,2
33000,岡山県,1889607,
33100,岡山市,725108,
33101,岡山市北区,314685,162
33102,岡山市中区,149328,52
33103,岡山市東区,93179,34
33104,岡山市南区,167916,63
33202,倉敷市,474793,179
33203,津山市,99994,45
33204,玉野市,56582,19
33205,笠岡市,46134,16
33207,井原市,38406,10
33208,総社市,69106,31
33209,高梁市,29101,10
33210,新見市,28113,10
33211,備前市,32345,10
33212,瀬戸内市,36054,14
33213,赤磐市,42686,14
33214,真庭市,42766,17
33215,美作市,25963,10
33216,浅口市,32810,9
33346,和気町,13634,5
33423,早島町,12376,4
33445,里庄町,10960,6
33461,矢掛町,13423,4
33586,新庄村,816,0
33606,鏡野町,12068,5
33622,勝央町,10894,5
33623,奈義町,5582,3
33643,西粟倉村,1400,0
33663,久米南町,4534,2
33666,美咲町,13065,4
33681,吉備中央町,10894,2
34000,広島県,2801388,
34100,広島市,1201281,
34101,広島市中区,142746,119
34102,広島市東区,119397,38
34103,広島市南区,145889,69
34104,広島市西区,190327,85
34105,広島市安佐南区,247118,74
34106,広島市安佐北区,139040,47
34107,広島市安芸区,77127,22
34108,広島市佐伯区,139637,41
34202,呉市,214717,76
34203,竹原市,24017,10
34204,三原市,90648,35
34205,尾道市,131243,55
34207,福山市,461268,172
34208,府中市,37677,13
34208,府中市,37677,102
34209,三次市,50722,24
34210,庄原市,33721,11
34211,大竹市,26326,11
34212,東広島市,196755,87
34213,廿日市市,114253,39
34214,安芸高田市,26463,12
34215,江田島市,21937,10
34302,府中町,51193,13
34304,海田町,29646,11
34307,熊野町,22844,9
34309,坂町,12592,2
34368,安芸太田町,5744,3
34369,北広島町,17778,6
34431,大崎上島町,7161,0
34462,世羅町,15143,5
34545,神石高原町,8259,1
35000,山口県,1342987,
35201,下関市,255199,101
35202,宇部市,162707,58
35203,山口市,194110,86
35204,萩市,44661,11
35206,防府市,114038,45
35207,下松市,55960,22
35208,岩国市,129226,54
35210,光市,49821,16
35211,長門市,32537,12
35212,柳井市,30821,13
35213,美祢市,23267,11
35215,周南市,137607,55
35216,山陽小野田市,60367,27
35305,周防大島町,14810,3
35321,和木町,6036,1
35341,上関町,2343,0
35343,田布施町,14498,5
35344,平生町,11921,3
35502,阿武町,3058,0
36000,徳島県,719704,
36201,徳島市,252364,112
36202,鳴門市,54664,24
36203,小松島市,36191,19
36204,阿南市,69519,20
36205,吉野川市,38783,16
36206,阿波市,34761,13
36207,美馬市,28094,13
36208,三好市,23608,11
36301,勝浦町,4833,2
36302,上勝町,1383,0
36321,佐那河内村,2060,1
36341,石井町,24859,10
36342,神山町,4652,1
36368,那賀町,7370,2
36383,牟岐町,3747,2
36387,美波町,6217,2
36388,海陽町,8363,3
36401,松茂町,14582,10
36402,北島町,22777,10
36403,藍住町,35255,11
36404,板野町,13054,6
36405,上板町,11269,6
36468,つるぎ町,7723,3
36489,東みよし町,13576,6
37000,香川県,951049,
37201,高松市,417803,167
37202,丸亀市,109589,47
37203,坂出市,50683,25
37204,善通寺市,31643,18
37205,観音寺市,57503,22
37206,さぬき市,47043,17
37207,東かがわ市,28300,7
37208,三豊市,61917,24
37322,土庄町,12856,4
37324,小豆島町,13889,4
37341,三木町,26925,5
37364,直島町,3106,1
37386,宇多津町,18704,10
37387,綾川町,22714,7
37403,琴平町,8476,2
37404,多度津町,22459,8
37406,まんのう町,17439,8
38000,愛媛県,1335694,
38201,松山市,511569,219
38202,今治市,151756,62
38203,宇和島市,70820,29
38204,八幡浜市,31995,14
38205,新居浜市,116005,50
38206,西条市,104879,42
38207,大洲市,40566,18
38210,伊予市,35161,16
38213,四国中央市,82849,38
38214,西予市,35411,17
38215,東温市,33917,11
38356,上島町,6510,3
38386,久万高原町,7413,3
38401,松前町,29646,4
38401,松前町,29646,12
38402,砥部町,20491,7
38422,内子町,15333,3
38442,伊方町,8401,4
38484,松野町,3681,1
38488,鬼北町,9685,2
38506,愛南町,19606,10
39000,高知県,692065,
39201,高知市,326814,150
39202,室戸市,11744,3
39203,安芸市,16258,5
39204,南国市,46702,23
39205,土佐市,25762,11
39206,須崎市,20603,10
39208,宿毛市,19044,9
39209,土佐清水市,12388,4
39210,四万十市,32719,14
39211,香南市,32229,10
39212,香美市,26556,15
39301,東洋町,2193,0
39302,奈半利町,3036,1
39303,田野町,2498,1
39304,安田町,2373,1
39305,北川村,1146,1
39306,馬路村,747,0
39307,芸西村,3696,2
39341,本山町,3264,2
39344,大豊町,3256,1
39363,土佐町,3750,1
39364,大川村,366,0
39386,いの町,21394,9
39387,仁淀川町,4824,2
39401,中土佐町,6002,2
39402,佐川町,12336,3
39403,越知町,5191,1
39405,檮原町,3308,1
39410,日高村,4826,3
39411,津野町,5297,4
39412,四万十町,15596,6
39424,大月町,4432,1
39427,三原村,1440,0
39428,黒潮町,10275,4
40000,福岡県,5138891,
40100,北九州市,939622,
40101,北九州市門司区,93899,32
40103,北九州市若松区,80597,25
40105,北九州市戸畑区,57538,22
40106,北九州市小倉北区,183517,110
40107,北九州市小倉南区,209141,67
40108,北九州市八幡東区,64858,22
40109,北九州市八幡西区,250072,79
40130,福岡市,1613361,
40131,福岡市東区,322683,108
40132,福岡市博多区,252153,198
40133,福岡市中央区,205610,133
40134,福岡市南区,265753,73
40135,福岡市西区,212729,68
40136,福岡市城南区,132947,33
40137,福岡市早良区,221486,67
40202,大牟田市,111379,44
40203,久留米市,303496,112
40204,直方市,56287,25
40205,飯塚市,126486,56
40206,田川市,46235,22
40207,柳川市,64540,21
40210,八女市,60653,22
40211,筑後市,48867,19
40212,大川市,33010,17
40213,行橋市,71501,23
40214,豊前市,24411,10
40215,中間市,40373,17
40216,小郡市,59408,34
40216,小郡市,59408,15
40217,筑紫野市,103374,32
40218,春日市,111097,25
40219,大野城市,102172,29
40220,宗像市,97158,33
40221,太宰府市,73286,17
40223,古賀市,58831,17
40224,福津市,67141,20
40225,うきは市,28012,8
40226,宮若市,26327,15
40227,嘉麻市,35515,11
40228,朝倉市,50342,25
40229,みやま市,35908,10
40230,糸島市,98945,29
40231,那珂川市,50142,16
40341,宇美町,37701,12
40342,篠栗町,31228,10
40343,志免町,46390,14
40344,須恵町,28646,
40345,新宮町,32945,9
40348,久山町,9079,8
40349,粕屋町,48216,12
40381,芦屋町,13561,5
40382,水巻町,28138,8
40383,岡垣町,31027,7
40384,遠賀町,18736,7
40401,小竹町,7152,1
40402,鞍手町,15094,7
40421,桂川町,12895,6
40447,筑前町,29615,8
40448,東峰村,1904,0
40503,大刀洗町,15529,5
40522,大木町,13824,6
40544,広川町,19988,10
40544,広川町,19988,2
40601,香春町,10198,4
40602,添田町,8805,3
40604,糸田町,8414,0
40605,川崎町,15190,7
40605,川崎町,15190,6
40608,大任町,5013,1
40609,赤村,2776,0
40610,福智町,21424,6
40621,苅田町,37691,18
40625,みやこ町,18838,5
40642,吉富町,6539,1
40646,上毛町,7254,2
40647,築上町,17202,7
41000,佐賀県,812013,
41201,佐賀市,233466,99
41202,唐津市,117431,50
41203,鳥栖市,74258,32
41204,多久市,18304,7
41205,伊万里市,52651,21
41206,武雄市,47962,24
41207,鹿島市,27915,13
41208,小城市,43976,20
41209,嬉野市,25867,11
41210,神埼市,31046,9
41327,吉野ヶ里町,16330,10
41341,基山町,17256,9
41345,上峰町,9295,5
41346,みやき町,25531,14
41387,玄海町,5609,2
41401,有田町,19028,9
41423,大町町,6305,2
41424,江北町,9573,3
41425,白石町,22084,5
41441,太良町,8126,4
42000,長崎県,1313103,
42201,長崎市,409305,160
42202,佐世保市,243387,104
42203,島原市,43360,21
42204,諫早市,133957,53
42205,大村市,95452,31
42207,平戸市,29375,12
42208,松浦市,21284,7
42209,対馬市,28511,7
42210,壱岐市,24974,5
42211,五島市,34400,8
42212,西海市,26296,12
42213,雲仙市,41131,15
42214,南島原市,42360,11
42307,長与町,40800,16
42308,時津町,29356,14
42321,東彼杵町,7734,5
42322,川棚町,13394,5
42323,波佐見町,14302,5
42383,小値賀町,2291,0
42391,佐々町,13923,6
42411,新上五島町,17511,5
43000,熊本県,1739211,
43100,熊本市,738744,
43101,熊本市中央区,187475,95
43102,熊本市東区,189389,68
43103,熊本市西区,91143,25
43104,熊本市南区,130914,44
43105,熊本市北区,139823,51
43202,八代市,123146,53
43203,人吉市,31334,13
43204,荒尾市,50878,18
43205,水俣市,23580,5
43206,玉名市,64367,23
43208,山鹿市,49082,13
43210,菊池市,46473,20
43211,宇土市,36192,11
43212,上天草市,24584,11
43213,宇城市,57075,21
43214,阿蘇市,24966,12
43215,天草市,75826,29
43216,合志市,61829,26
43348,美里町,9406,11
43348,美里町,9406,5
43348,美里町,9406,3
43364,玉東町,5047,2
43367,南関町,8968,5
43368,長洲町,15383,4
43369,和水町,9347,4
43403,大津町,35212,17
43404,菊陽町,43376,24
43423,南小国町,3737,2
43424,小国町,6599,7
43424,小国町,6599,0
43425,産山村,1384,0
43428,高森町,5787,6
43428,高森町,5787,0
43432,西原村,6430,1
43433,南阿蘇村,9843,6
43441,御船町,16314,7
43442,嘉島町,9553,8
43443,益城町,32529,14
43444,甲佐町,10139,6
43447,山都町,13521,5
43468,氷川町,11101,3
43482,芦北町,15688,2
43484,津奈木町,4255,2
43501,錦町,10292,5
43505,多良木町,9082,3
43506,湯前町,3627,1
43507,水上村,2033,0
43510,相良村,4103,2
43511,五木村,932,0
43512,山江村,3239,2
43513,球磨村,2438,1
43514,あさぎり町,14685,3
43531,苓北町,7085,2
44000,大分県,1124597,
44201,大分市,475852,193
44202,別府市,115416,46
44203,中津市,82911,39
44204,日田市,62697,30
44205,佐伯市,66908,29
44206,臼杵市,36176,14
44207,津久見市,16109,6
44208,竹田市,20357,5
44209,豊後高田市,22142,7
44210,杵築市,28025,10
44211,宇佐市,52810,20
44212,豊後大野市,33741,10
44213,由布市,32787,15
44214,国東市,26246,18
44322,姫島村,1726,0
44341,日出町,27747,9
44461,九重町,8548,2
44462,玖珠町,14399,9
45000,宮崎県,1070213,
45201,宮崎市,401591,138
45202,都城市,160736,74
45203,延岡市,118450,45
45204,日南市,50891,14
45205,小林市,43718,18
45206,日向市,59647,23
45207,串間市,16828,6
45208,西都市,28643,10
45209,えびの市,17645,5
45341,三股町,25595,8
45361,高原町,8646,2
45382,国富町,18410,4
45383,綾町,6938,2
45401,高鍋町,19928,9
45402,新富町,16571,7
45403,西米良村,1000,0
45404,木城町,4898,1
45405,川南町,15196,4
45406,都農町,9913,6
45421,門川町,17387,5
45429,諸塚村,1486,1
45430,椎葉村,2506,0
45431,美郷町,4828,7
45431,美郷町,4828,1
45431,美郷町,4828,1
45441,高千穂町,11649,4
45442,日之影町,3637,2
45443,五ヶ瀬町,3476,2
46000,鹿児島県,1589206,
46201,鹿児島市,593460,250
46203,鹿屋市,101204,42
46204,枕崎市,20052,7
46206,阿久根市,19289,7
46208,出水市,52016,25
46210,指宿市,39045,12
46213,西之表市,14701,7
46214,垂水市,13817,8
46215,薩摩川内市,92459,36
46216,日置市,47166,18
46217,曽於市,33312,9
46218,霧島市,123205,54
46219,いちき串木野市,27511,8
46220,南さつま市,32894,6
46221,志布志市,29343,12
46222,奄美市,41416,12
46223,南九州市,33118,12
46224,伊佐市,24461,12
46225,姶良市,76405,27
46303,三島村,405,0
46304,十島村,740,0
46392,さつま町,20272,9
46404,長島町,9719,3
46452,湧水町,9130,2
46468,大崎町,12385,3
46482,東串良町,6236,2
46490,錦江町,6944,2
46491,南大隅町,6482,4
46492,肝付町,14237,9
46501,中種子町,7538,2
46502,南種子町,5445,1
46505,屋久島町,11869,1
46523,大和村,1366,0
46524,宇検村,1621,0
46525,瀬戸内町,8558,3
46527,龍郷町,5820,2
46529,喜界町,6628,0
46530,徳之島町,10161,2
46531,天城町,5524,1
46532,伊仙町,6139,1
46533,和泊町,6246,1
46534,知名町,5748,0
46535,与論町,5119,2
47000,沖縄県,1468410,
47201,那覇市,317832,160
47205,宜野湾市,100192,31
47207,石垣市,47675,16
47208,浦添市,115741,53
47209,名護市,63564,36
47210,糸満市,61025,25
47211,沖縄市,142840,60
47212,豊見城市,64640,25
47213,うるま市,125406,57
47214,宮古島市,52962,18
47215,南城市,44071,16
47301,国頭村,4521,2
47302,大宜味村,3104,1
47303,東村,1599,0
47306,今帰仁村,8904,5
47308,本部町,12543,9
47311,恩納村,10885,8
47313,宜野座村,5837,3
47314,金武町,10828,6
47315,伊江村,4123,2
47324,読谷村,41240,13
47325,嘉手納町,13531,7
47326,北谷町,28223,19
47327,北中城村,17984,7
47328,中城村,22173,8
47329,西原町,34996,11
47348,与那原町,19705,6
47350,南風原町,40458,19
47353,渡嘉敷村,717,1
47354,座間味村,892,0
47355,粟国村,681,0
47356,渡名喜村,348,0
47357,南大東村,1289,0
47358,北大東村,590,0
47359,伊平屋村,1128,0
47360,伊是名村,1324,0
47361,久米島町,7201,2
47362,八重瀬町,30958,12
47375,多良間村,1058,0
47381,竹富町,3946,0
47382,与那国町,1676,0
